File	Left Context	Hit	Right Context
A_dialogue_between_Philiater_a.txt	of sick Child or Infant must be gaudily a good 	Physician, 	or whose Education painted like & George a Horse-back, 
ProQuestDocuments-2025-06-19.txt	diseased+Containing+I.+Advice+concerning+physick%2C+and+what+a+	physician+	ought+to+be%3B+with+an+account+of+the+
ProQuestDocuments-2025-06-19.txt	diseased+Containing+I.+Advice+concerning+physick%2C+and+what+a+	physician+	ought+to+be%3B+with+an+account+of+the+
ProQuestDocuments-2025-06-19.txt	diseased+Containing+I.+Advice+concerning+physick%2C+and+what+a+	physician+	ought+to+be%3B+with+an+account+of+the+
ProQuestDocuments-2025-06-19.txt	diseased+Containing+I.+Advice+concerning+physick%2C+and+what+a+	physician+	ought+to+be%3B+with+an+account+of+the+
GALE_CB0127272860.txt	and Nature give realy no ~Counte- nance to either. The 	Physician, 	who is fleer'd by them, will make it 
GALE_CB0127272860.txt	Wan, who is guided by~ this, pass Judgement on the 	Physician 	who is Operating upon, Altering, or R~e- mnoving 
The Art of Political Lying.txt	discourse is  changed, or the company parted: or, like a 	physician  	who has found out an infallible medicine, after the 
The_life_and_adventures_of_Don_Bilioso_de_L'Estomac__Translated_from_the_Original_Spanish_into_French;_done_from_the_French_into_English__With_a_lette.txt	that I immediately concluded Dr. W. must be that young 	Physician, 	who inquiring of Dr. Syden¬ ham what was the 
The_life_and_adventures_of_Don_Bilioso_de_L'Estomac__Translated_from_the_Original_Spanish_into_French;_done_from_the_French_into_English__With_a_lette.txt	whole, and a manner of writing so different from any 	Physician 	I ever read, that I immediately concluded Dr. W. 
GALE_CB0127272860.txt	its upon, -undter each various DiseasE and Symptom ; such a 	Physician, 	I fay, has vafflyr the Advantage of One, who 
b30773234_0002.txt	more than for Dr. Woodward; and that grave and serious 	Physician 	I perceive was: Pager2. † Ibid. H Page 13.   17 was mightily 
A_dialogue_between_Philiater_a.txt	principium duxit, sed ut ex AEgypti¬ yours, their making the 	Physician 	is historiarum peritis audivi, à bar¬ to bleed a 
ProQuestDocuments-2025-06-19.txt	than the Stars.  We read in Holy Writ, That the 	Physician 	is honourable ; understand this of him that is expert; 
ProQuestDocuments-2025-06-19.txt	will reward them double-fold. On the other hand, a 	Physician 	is not bound to behave himself in this manner 
A_dialogue_between_Philiater_a.txt	of Infant¬ ing time of Age you took them in; 	Physician 	upon the back of our and more, you were 
A_dialogue_between_Philiater_a.txt	a man of Might and Under¬ standing. There is no 	Physician 	upon the Earth, but I scorn to truckle to 
A_dialogue_between_Philiater_a.txt	the Reputation of a omnium virium lapsus: A Swound Great 	Physician 	upon that account, is a sudden failure of the 
A_dialogue_between_Philiater_a.txt	a Kil¬ my, I my self have divulged more ling 	Physician, 	are so highly neces¬ new Anatomical Observations, &c. sary 
ProQuestDocuments-2025-06-19.txt	himself, as the Attempts of a Book-learn'd unexperienced 	Physician 	are to those he first practises on. Yet we 
A_dialogue_between_Philiater_a.txt	the Effect. And by such gross or World, the advising 	Physician 	for a wilful mistakes in one Case a man 
ProQuestDocuments-2025-06-19.txt	and so kill •e first: Fetch me an old experienced 	Physician; 	for I've no mind to give beginning to 
ProQuestDocuments-2025-06-19.txt	is also the fault of many Apothecaries, who• some skilful 	Physician 	has long imploy'd, but all th•• is not 
GALE_CB0127272860.txt	XII. Wthen XIL. When, in the Small-Pox, ofro- the 	Physician 	has the good Fortune **"oo to be consulted in 
ProQuestDocuments-2025-06-19.txt	He, through the Means o• timely Applications of the skilful 	Physician, (	his In•trument for the Recovery of Health) will, 
A_dialogue_between_Philiater_a.txt	Insant¬ ed and daub'd, as his Body is be¬ 	Physician, 	his mind gaudily painted deck'd with Ribbands and 
ProQuestDocuments-2025-06-19.txt	that at the End of our Bodily Infirmities, the great 	Physician 	may administer a Cordial to us of his own 
ProQuestDocuments-2025-06-19.txt	By Astrology also, 〈◊〉 the sight of the Urin, the honest 	Physician 	may clearl• discern which way the Disease will tend. 
GALE_CB0127272860.txt	Closure of thle Scene, in the Pra~tife of a 	Physician 	of real Merit, very careful, and judge- :ing generaly 
A_dialogue_between_Philiater_a.txt	of sense, humours. But yet the Person vou especially a 	Physician 	of the Conclave, mean has proved no shatter-brain 
GALE_CB0127272860.txt	disappoint, than Tightly perfue the Evacuaition. E- u? " ery~ very 	Physician, 	that expeats Good from it,. must carefully attend, 0- verlook 
b30773234_0002.txt	given us such a Sample of a grave and serious 	Physician, 	that I ſhall ne¬ ver love a grave and 
A_dialogue_between_Philiater_a.txt	send him gamus, &c. The Annals of the Col¬ a 	Physician 	to his Person. And the lege I 2 Queen ProQuest 
ProQuestDocuments-2025-06-19.txt	Cure the Patients Body, they are sure (with Aesop 's 	Physician) 	to leave their Purses in a Consumption, and even 
A_dialogue_between_Philiater_a.txt	that because one excellent though the difference is great be¬ 	Physician, 	a man of sense, did once tween their Travels 
b30773234_0002.txt	that I ſhall ne¬ ver love a grave and serious 	Physician 	again, as long as I live; nor do I 
ProQuestDocuments-2025-06-19.txt	both for Curing; the Divine heals Corpus per Animam ; the 	Physician, 	Animam per Corpus. Every Divine is a Spiritual Physician, 
A_dialogue_between_Philiater_a.txt	and therefore fit enough to be pre¬ interprets, That a 	Physician, 	at mised to the succeeding Tract. some times he 
A_dialogue_between_Philiater_a.txt	to the first long Chapter of my Tradt. have no 	Physician 	at all, than such Phil. What, destnere in piscem, 
GALE_CB0127272860.txt	Body. All which may, by a discreet and vigi- lant 	Physician, 	be done with great Gentlenes~s: and by s~
b30773234_0002.txt	it a notable Perform¬ ance, and take him for a 	Physician, 	because a Doctor. So have I scen Puppies caress 
A_dialogue_between_Philiater_a.txt	the bet¬ ver so fairly Oilded, or be bis ter 	Physician. 	Besides, the fore¬ Pretences never so Honourable. said Custom 
ProQuestDocuments-2025-06-19.txt	hose that study Physick; for without it the pre•ended 	Physician 	can never have the true Knowledge of the Crisis, 
ProQuestDocuments-2025-06-19.txt	as much as Divines themselves; for truly the Divine and 	Physician 	conveniunt in uno tertio ; they are both for Curing; 
ProQuestDocuments-2025-06-19.txt	upon his Physician as a God. But lastly, when the 	Physician 	demands his Reward, then his Patient takes him for 
A_dialogue_between_Philiater_a.txt	of a tet. Tou live near very ill Neigh¬ good 	Physician, 	either they who bours. The good Education of our 
ProQuestDocuments-2025-06-19.txt	may speak all in a word, requir'd in a 	Physician 	exquisite Knowledge, long Practice, great Virtue, and good Success. 
A_dialogue_between_Philiater_a.txt	to beg the Favour peritissimum, morum honestate proba¬ of a 	Physician 	from hence. In tissimum, ad te mittimus; non quia 
ProQuestDocuments-2025-06-19.txt	appears from Scripture, seeing God is therein stiled, the Only 	Physician. 	God was the first Operator, as you will confess 
A_dialogue_between_Philiater_a.txt	will never make this as good a judgment on a 	Physician 	great man the less an Anatomist, as perhaps any 
A_dialogue_between_Philiater_a.txt	advice may in most Cases cure himself, would that great 	Physician 	have with far greater safety, speed, and said, think 
A_dialogue_between_Philiater_a.txt	of In¬ did) was employed first in taking had fant-	Physician. 	Indeed I your money, and then conferring thought of 
ProQuestDocuments-2025-06-19.txt	ruine. Past Experiments, if not well understood, may lead the 	Physician 	into Errour; besides, Judgment is very difficult, through the 
GALE_CB0127272860.txt	vious: Notes h-ave happyly that Es- fedt on our 	Physician, 	it cannot fail to^ turn greatly to hlis Good 
A_dialogue_between_Philiater_a.txt	de¬ and Admirable men. bauch of the Mind for a 	Physician 	Mom. Pish! That Treatise was of your Education to 
A_dialogue_between_Philiater_a.txt	the matter is not much; tbe Care of a good 	Physician. 	Momus, greater part of humanity (I should the matter 
GALE_CB0127272860.txt	should the most i.. itudioufly fludioufly: avoid. "But an honeit 	Physician 	mufit involehmlfi liis own In~tegrity: and, when~ he 
A_dialogue_between_Philiater_a.txt	than their Massers. And again, the Title of a good 	Physician. 	No, not very derivation from seven, seventeen six allowed 
ProQuestDocuments-2025-06-19.txt	to give a large Fee to a worthy and able 	Physician, 	nor to answer the Charge of an Apothecary's 
GALE_CB0127272860.txt	eafyrly be imagined, Nay and perhaps both the Patient, and 	Physician, 	not conscious how the~se 'Things are Brought about, 
A_dialogue_between_Philiater_a.txt	and that which occalioned you to themselves to a worthy 	Physician 	of call him by ridiculous Names, and the College, 
ProQuestDocuments-2025-06-19.txt	Men not to trust themselves in the Hands of that 	Physician, (	o• rather ignorant Pretender) who is not skill'd 
A_dialogue_between_Philiater_a.txt	by eve¬ Harvey to be degraded below the ry Conclave 	Physician. 	p. 108, 109. invention of Common Seamen? Phil. No, I shall 
A_dialogue_between_Philiater_a.txt	a good demn'd to want your care and assi¬ 	Physician. 	p. 22. And so in great stance; for it may 
A_dialogue_between_Philiater_a.txt	so much Knavery, and Ignorance, as to become a Conclave¬ 	Physician. 	p. 51. This toucheth not my Copy-hold, never intending 
ProQuestDocuments-2025-06-19.txt	know Nature, and her secret Operations. It is not the 	Physician'	s feeling the Pulse of the Party, or questioning 
A_dialogue_between_Philiater_a.txt	an Empirick and a true clavists themselves. Read the De¬ 	Physician. 	scription of my Education in my Mom. For my 
ProQuestDocuments-2025-06-19.txt	cure one that is Cholerick; and then the pret•nded 	Physician 	seeing his Medicine doth no• work the like Operation 
